msd_cattex_conv	TL	DMF
NOMpro	Angleterre	Angleterre
NOMcom	angoisse	angoisse
NOMcom	angoissement	angoissement
VER	angoissier	angoisser
APD	angoissos	angoisseux
ADV	angoissos (angoissosement)	angoisseusement
NOMcom	anguile	anguille
NOMcom	anguilete	anguillette
VER	anichier	anicher
VER	anichiler	annihiler
VER	anienter	anéanter
VER	anientir	anéantir
NOMcom	animadversion	animadversion
VER	animer	animer
NOMcom	anis	anis
NOMcom	aniversaire	anniversaire
APD	annexe	annexe
NOMcom	annexe	annexe
VER	annexer	annexer
VER	anoblir	anoblir
VER	anöer	anouer
VER	anombrer	anombrer
NOMcom	anoncement	annoncement
NOMcom	anonceor	annonceur
VER	anonchalir	anonchalir
NOMcom	anonciacion	annonciation
VER	anoncier	ennoncer
VER	anoncier/anonciier	annoncer
NOMcom	anoncïon	annoncion
NOMcom	anone	annone
APD	anormal	anormal
NOMcom	anquelie	ancolie
NOMcom	anse	anse
ADV	antan	antan
NOMcom	antan	antan
NOMcom	ante	ante
APD	antecessor	antécesseur
NOMcom	antecessor	antécesseur
NOMcom	antecrist	antéchrist
NOMcom	antelu	antilope
NOMcom	antene	antenne
APD	antenois	antenois
NOMcom	antenois	antenois
NOMcom	antidot	antidote
NOMcom	antiene	antienne
APD	antif	antif
NOMcom	antifenier	antiphonier
NOMcom	antifrasie	antiphrasim
NOMpro	Antioche	Antioche
NOMcom	antipape	antipape
NOMcom	antiquité	antiquité
NOMcom	antoillier	andouiller
APD	anuel	annuel
NOMcom	anuel	annuel
ADV	anuit	anuit
APD	anuit	anuit
NOMcom	anuitement	anuitement
NOMcom	anuitiee	anuitiée
NOMcom	anuitier	anuitant
VER	anuitier	ennuiter
VER	anuitir	anuitir
NOMcom	anulement	annullement
VER	anuler	annuler
VER	aochier	aochier
VER	aoillier	aouiller
NOMcom	aombrement	aombrement
VER	aombrer	aombrer
VER	aombrir	aombrir
VER	aonïer	aonier
VER	aorber	aorber
VER	aorbir	aorbir
NOMcom	aorement	aorement
VER	aorer	aorer
NOMcom	aornement	aornement
VER	aorner	aorner
VER	aorser	aourser
NOMcom	aost	août
VER	aoster	aoûter
VER	aovrer	aouvrer
VER	aovrir	aouvrir
VER	apaiier	apayer
VER	apairier/aparïer	apparier
APD	apaisable	apaisable
NOMcom	apaisement	apaisement
VER	apaisenter	apaisanter
NOMcom	apaiseor	apaiseur
VER	apaisier	apaiser
VER	apaistre	appaître
VER	apalir	apalir
APD	aparable	apparable
VER	aparagier	aparager
NOMcom	aparance	apparence
NOMcom	apareil	appareil
NOMcom	apareillement	appareillement
NOMcom	apareilleor	appareilleur
VER	apareillier	appareiller
ADV	apareillier (apareillieement)	appareillément
ADV	aparenter	apparentement
VER	aparenter	apparenter
VER	aparfondir	apparfondir
NOMcom	aparicion	apparition
NOMcom	aparissance	apparissance
NOMcom	aparitor	appariteur
NOMcom	aparlement	aparlement
VER	aparler	aparler
ADV	aparmain	aparmain
VER	aparoir	apparoir
ADV	aparoir (aparanment)	apparemment
APD	aparoir (aparant)	apparent
VER	aparoir (aparoistre)	apparaître
NOMcom	apartenance	appartenance
NOMcom	apartenement	appartenement
APD	apartenir	appartenant
NOMcom	apartenir	appartenant
VER	apartenir	appartenir
VER	apartir	apartir
VER	apasser	apasser
NOMcom	apasteleor	appâteleur
VER	apasteler	appâteler
NOMcom	apel	appel
APD	apelable	appelable
NOMcom	apelacïon	appellation
APD	apelatif	appellatif
NOMcom	apelement	appellement
NOMcom	apeleor	appeleur
VER	apeler	appeler
NOMcom	apendance	appendance
VER	apendre	appendre
NOMcom	apens	apens
NOMcom	apensement	apensement
VER	apenser	apenser
ADV	apenser (apenseement)	apensément
NOMcom	apentiz	appentis
NOMcom	apercevance	apercevance
NOMcom	apercevement	apercevement
VER	apercevoir	apercevoir
VER	aperecier	aparesser
VER	aperecir	aparessir
APD	apert	apert
NOMcom	aperté	aperté
ADV	apertement	apertement
APD	apertement	apertement
NOMcom	aperteté	aperteté
VER	apertir	apertir
NOMcom	apertise	apertise
VER	apesantir	appesantir
VER	apeser	appeser
NOMcom	apeson	apeson
VER	apeter	appéter
NOMcom	apeticement	apetissement
VER	apeticier	apetisser
NOMcom	apetit	appétit
APD	apetitif	appétitif
VER	apitier	apitier
VER	aplaidier	aplaidoyer
VER	aplaignier	aplanier
VER	aplaner	aplaner
VER	aplanir	aplanir
VER	aplatir	aplatir
VER	aplegier	apleiger
VER	apliquier	appliquer
VER	aploiier	aploier
NOMcom	aploit	apploit
VER	aplomer	aplomber
VER	aplovoir	apleuvoir
APD	apocalipse	apocalypse
NOMcom	apocalipse	apocalypse
APD	apocrife	apocryphe
APD	apoial	appuyal
NOMcom	apoial	appuyal
NOMcom	apoiement	appuiement
VER	apoignier	apoigner
VER	apoiier	appuyer
VER	apoindre	apoindre
NOMcom	apointement	appointement
VER	apointier	appointer
NOMcom	apointon	appointon
VER	apondre	appondre
NOMcom	apoplessie	apoplexie
VER	aporpenser	apourpenser (s')
NOMcom	aport	apport
NOMcom	aporteor	apporteur
VER	aporter	apporter
VER	aposer	apposer
APD	apostat	apostat
NOMcom	apostat	apostat
VER	apostater	apostater
NOMcom	apostle	apôtre
NOMcom	apostoile	apostole
NOMcom	apostolage	apostolage
NOMcom	apostume	apostume
NOMcom	apotecaire	apothicaire
NOMcom	apotecarie	apothicairie
VER	apovriier	appauvrier
VER	apovrir	appauvrir
NOMcom	apreension	appréhension
NOMcom	aprenderresse	appreneresse
VER	aprendre	apprendre
NOMcom	aprentice	apprentisse
NOMcom	aprentiz	apprenti
ADV	après	après
APD	après	après
PRE	après	après
NOMcom	apressement	appressement
VER	apresser	appresser
APD	aprest	apprêt
NOMcom	aprest	apprêt
NOMcom	aprestement	apprêtement
VER	aprester	aprester
NOMcom	apresure	apprésure
VER	apriendre	appreindre
NOMcom	aprise	apprise
VER	aprisier	apriser
NOMcom	aprison	apprison
VER	apriver	appriver
VER	aprivoisier	apprivoiser
NOMcom	aprobacion	approbation
NOMcom	aprochement	approchement
VER	aprochier	approcher
VER	aproismier	approismer
VER	apropriier	approprier
NOMcom	aprovement	approuvement
VER	aprovender	approvender
VER	aprover	approuver
NOMcom	apui	appui
NOMcom	aquaire	aquaire
APD	aquatique	aquatique
VER	aqueer	acoyer
NOMcom	aquerement	acquèrement
VER	aquerre	aquerre
NOMcom	aquest	acquêt
NOMcom	aqueste	acquête
VER	aquester	acquêter
NOMcom	aquesterresse	acquêteresse
NOMcom	aquestor	acquêteur
NOMcom	aquilon	aquilon
NOMcom	aquisicion	acquisition
NOMcom	aquit	acquit
NOMcom	aquitance	acquittance
VER	aquiter	acquitter
APD	arabi	arabi
NOMcom	arabi	arabi
APD	arabïois	arabiois
APD	arabique	arabique
NOMcom	arabique	arabique
APD	arable	arable
NOMcom	arabois	arabois
VER	araciner	araciner
VER	aragier	arager
NOMcom	arain	airain
NOMcom	araine	araine
NOMcom	araisnement	arraisonnement
VER	araisnier	arraisonner
APD	araisonable	arraisonnable
NOMcom	aramie	esramie
VER	aramir	aramir
VER	arapiner	arapiner
VER	araser	araser
NOMcom	arbaleste	arbalète
NOMcom	arbalestee	arbalétée
NOMcom	arbalestier	arbalétrier
NOMcom	arbalestiere	arbalétrière
NOMcom	arbitrage	arbitrage
NOMcom	arbitre	arbitre
NOMcom	arbolaste	arbolaste
NOMcom	arbre	arbre
NOMcom	arbret	arbret
NOMcom	arbroi	arbroi
NOMcom	arbroie	arbroie
NOMcom	arbroisel	arbrisseau
NOMcom	arc	arc
NOMcom	arcediacne	archidiacre
NOMcom	arcediaquené	archidiaconé
NOMcom	arcel	arceau
NOMcom	arceprestre	archiprêtre
NOMcom	arcetreclin	architriclin
NOMcom	arceveschié	archevêché
NOMcom	arcevesque	archevêque
NOMcom	archal	archal
NOMcom	archangele	archange
NOMcom	arche	arche
NOMcom	archet	archet
NOMcom	archiee	archée
NOMcom	archier	archer
NOMcom	archiere	archère
VER	archoier	archier
NOMcom	arçon	arçon
NOMcom	arçoneor	arçonneur
VER	arçoner	arçonner
APD	arçonier	arçonnier
NOMcom	arçonier	arçonnier
NOMcom	ardeor	ardeur
NOMcom	ardillon	ardillon
NOMcom	ardillon/hardillon	hardillon
NOMcom	ardoise	ardoise
NOMcom	ardor	ardeur
VER	ardre	ardre
ADV	ardre (ardammen)	ardemment
APD	ardre (ardan)	ardent
NOMcom	ardure	ardure
VER	arecier	arecier
NOMcom	aree	arée
VER	areer	arroyer
ADV	areer (areement))	arreement
NOMcom	areine	arène
VER	arengier	arranger
ADV	arengier (arengieement)	arrangément
APD	arenos	aréneux
NOMcom	arentement	arrentement
VER	arenter	arrenter
NOMcom	areor	areur
VER	arer	arer
NOMcom	arere	arelle
VER	aresner	arêner
NOMcom	arest	arrêt
NOMcom	arestage	arrêtage
NOMcom	arestal	arrêtal
NOMcom	arestance	arrêtance
NOMcom	areste	reiche
NOMcom	arestebuef	arrête-boeuf
NOMcom	arestee	arrêtée
NOMcom	arestement	arrêtement
VER	arester	arrêter
ADV	arester (aresteement)	arrêtément
NOMcom	arestëure	arrêture
NOMcom	arestue	arrêteue
NOMcom	arestuel	arrêtuel
VER	areter	areter
NOMcom	arëure	arëure
NOMcom	argent	argent
APD	argentin	argentin
APD	argentos	argenteux
NOMcom	argentpel	argentpel
NOMcom	argile	argile
NOMcom	argilliere	argilière
NOMcom	argot	ergot
NOMcom	argu	argu
NOMcom	argüement/argument	argument
VER	argüer	arguer
VER	argumenter	argumenter
VER	arichir	arichir
NOMcom	aridité	aridité
NOMcom	arierage	arrérage
NOMcom	arierance	arriérance
ADV	ariere	arrière
NOMcom	ariere	arrière
PRE	ariere	arrière
NOMcom	ariereban	arrière-ban
NOMcom	arierefief	arrière-fief
NOMcom	arieregarde	arrière-garde
VER	arierer	arriérer
VER	arierir	arriérir
APD	arismetique	arithmétique
NOMcom	arismetique	arithmétique
NOMcom	arivage	arrivage
NOMcom	arivement	arrivement
NOMcom	ariveor	arrivoir
VER	ariver	arriver
NOMcom	armaire	armoire
INJ	arme	alarme
NOMcom	arme	arme
NOMcom	armee	armée
NOMcom	armeor	armeur
VER	armer	armer
NOMcom	armëure	armure
NOMcom	armëurier	armurier
NOMcom	armille	armille
NOMcom	armoieor	armoyeur
NOMcom	armoierie	armoirie
NOMcom	armoiier	armoyer
NOMcom	armoise	armoise
NOMcom	armonie	harmonie
APD	armonique	harmonique
VER	arochier	arrocher
NOMcom	aroi	arroi
NOMcom	aromat	aromat
NOMcom	aromate	aromate
VER	aromatisier	aromatiser
NOMcom	aronde	aronde
NOMcom	arondel	arondel
NOMcom	arondele	hirondelle
VER	aroondir	arrondir
APD	arosable	arrosable
NOMcom	arosement	arrosement
VER	aroser	arroser
VER	aroster	aroster
VER	aroter	arouter
NOMcom	arpent	arpent
VER	arpenter	arpenter
NOMcom	arquenet	orcanet
NOMcom	arracheor	arracheur
VER	arrachier	arracher
APD	arre	are
NOMcom	arrement	arrement
NOMcom	arrepe	arroche
NOMcom	arrogance	arrogance
APD	arrogant	arrogant
NOMcom	ars	ars
NOMcom	arsenal	arsenal
APD	arsenic	arsenic
NOMcom	arsenic	arsenic
NOMcom	arsin	arsin
NOMcom	arsïon	arsion
NOMcom	arson	arson
NOMcom	arsure	arsure
NOMcom	art	art
NOMcom	artemoise	artémise
VER	arter	arter
NOMcom	artere	artère
APD	artetique	arthétique
NOMcom	artetique	arthétique
NOMcom	article	article
VER	articuler	articuler
NOMcom	artifice	artifice
APD	artificiel	artificiel
ADV	artificiel (artificielment)	artificiellement
APD	artificios	artificieux
NOMcom	artifïeor	artifieur
APD	artiien	artien
NOMcom	artiien	artien
APD	artiier	artier
NOMcom	artiier	artier
NOMcom	artillerie	artillerie
NOMcom	artillier	artillier
VER	artillier	artiller
APD	artillos	artilleux
APD	artisien	artésien
NOMcom	artisien	artésien
NOMpro	Artu	Arthur
NOMcom	artuison	artison
VER	aruner	aruner
NOMcom	arvol	arvol
NOMcom	as	as
NOMcom	asbeste	albeston
APD	ascros	ascreux
NOMcom	asfalte	asphalte
NOMcom	asne	âne
NOMcom	asnee	ânée
NOMcom	asnerie	ânerie
NOMcom	asnesse	ânesse
NOMcom	asnier	ânier
NOMcom	asnon	ânon
APD	asperdre	aspers
NOMcom	asperge/esparge	esparge
VER	aspergier	esperger
NOMcom	asperité	aspérité
NOMcom	aspersïon	aspersion
NOMcom	aspide	aspide
NOMcom	aspiracion	aspiration
NOMcom	aspirement	aspirement
VER	aspirer	aspirer
NOMcom	aspis	aspic
APD	aspre	âpre
NOMcom	asprece	âpresse
NOMcom	asprele	asprêle
ADV	asprement	âprement
APD	aspret	aspret
NOMcom	aspreté	âpreté
VER	asproiier	âproyer
VER	assagir	assagir
VER	assaisir	assaisir
VER	assaisnier	assaisonner
NOMcom	assaleor	assailleur
NOMcom	assalie	assaillie
VER	assalir	assaillir
VER	assaoler	assoûler
OUT	assasee	assasée
VER	assaser	assaser
VER	assasiier	assasier
VER	assasir	assasir
NOMcom	assassis	assassis
NOMcom	assaut	assaut
VER	assauter	assauter
VER	assauvagir	assauvagir
NOMcom	assavorement	assavourement
VER	assavorer	assavourer
VER	assechier	assécher
NOMcom	asseeor	asséeur
NOMcom	assegement	assiègement
VER	assegier	assiéger
NOMcom	assemblaison	assemblaison
NOMcom	assemblee	assemblée
NOMcom	assemblement	assemblement
NOMcom	assembleor	assembleur
VER	assembler	assembler
ADV	assembler (assembleement)	assemblément
VER	assemillier	assemiller
NOMcom	assenal	assignal
NOMcom	assenement	assignement
VER	assener	assener
NOMcom	assens	assens
NOMcom	assense	assense
VER	assenser	assenser
NOMcom	assente	assente
ADV	assentement	assentiement
NOMcom	assentement	assentiment
VER	assentir	assentir
VER	asseoir	asseoir
VER	assëoir	asseoir
NOMcom	asserement	asserement
VER	asserir	asserir
VER	asserisier	asserisier
VER	assermenter	assermenter
VER	asservir	asservir
VER	asseter	asseter
ADV	assëur	assûr
APD	assëur	assûr
NOMcom	assëurance	assurance
NOMcom	assëurement	assurement
VER	assëurer	assurer
ADV	assëurer (assëureement)	assurément
NOMcom	assëurté	assûreté
ADV	assez	assez
APD	assez	assez
APD	assidüel	assiduel
ADV	assidüel (assidüelment)	assiduellement
NOMcom	assidüité	assiduité
NOMcom	assiete	assiette
NOMcom	assignacion	assignation
VER	assignier	assigner
NOMcom	assise	assise
OUT	assistir	assistir
NOMcom	assoagement	assouagement
VER	assoagier	assouager
VER	associier	associer
VER	assofir	assuffire
VER	assoler	asseuler
VER	assomer	essommer
NOMcom	assoncïon	assomption
VER	assoplir	assouplir
VER	assoploiier	assouployer
VER	assorber	absorber
VER	assorbir	absorbir
VER	assorder	assourder
VER	assordir	assourdir
VER	assoter	assoter
VER	assotillier	assoutiller
VER	assotir	assotir
VER	assouder	assouder
VER	assoudre	absoudre
VER	assoviner	assouviner
VER	assovir	assouvir
NOMcom	astele	estelle
NOMcom	astenance/astinence	abstinence
VER	astenir	abstenir
APD	astenir (astenant)	abstinent
VER	astreindre	astreindre
NOMcom	astrelabe	astrolabe
NOMcom	astrenomie	astronomie
APD	astrenomiien	astronomien
NOMcom	astrenomiien	astronomien
NOMcom	astriccion	astriction
NOMcom	astrologie	astrologie
APD	astrologiien	astrologien
NOMcom	astrologiien	astrologien
NOMcom	astuce	astuce
NOMcom	asur	azur
APD	asuré	azuré
NOMcom	atache	attache
VER	atachier	attacher
VER	ataindre	atteindre
ADV	ataindre (ataignantment)	atteignamment
NOMcom	atäine	ataïne
VER	atäiner	ataïner
APD	atäinos	ataïneux
ADV	atäinos (ataïneusement)	ataïneusement
NOMcom	atainte	atteinte
NOMcom	atal	atal
VER	atalenter	atalenter
VER	atamer	atamer
ADV	atant	atant
APD	atant	atant
VER	atapiner	atapiner
VER	atapir	atapir
NOMcom	atardance	attardance
VER	atarder	attarder
VER	atardir	attardir
NOMcom	atargement	atargement
VER	atargier	atarger
NOMcom	atarjaison	attargison
NOMcom	atarjance	attargence
VER	ataster	atâter
VER	ateler	esteller
NOMcom	atemprance	attemprance
NOMcom	atemprement	attemprement
NOMcom	atemprëoire	attempreoire
VER	atemprer	attemprer
ADV	atemprer (atempreement)	attemprément
NOMcom	atemprëure	attemprure
NOMcom	atenance	attenance
NOMcom	atendance	attendance
NOMcom	atende	attende
NOMcom	atendement	attendement
VER	atendre	attendre
VER	atendriier	attendrier
VER	atendrir	attendrir
NOMcom	atendue	attendue
VER	atenevir	attenvir
VER	atenevoier	atenvier
VER	atenir	attenir
NOMcom	atent	attent
NOMcom	atente	attente
VER	atenter	attenter
ADV	atentiblement	attentiblement
APD	atentif	attentif
VER	atenüer	atténuer
VER	atermer	atermer
NOMcom	aterminement	aterminement
VER	aterminer	aterminer
VER	aterrer	atterrer
VER	atester	attester
VER	atiedir	attiédir
VER	atifer	attifer
VER	atillier	atillier
NOMcom	atirement	attirement
VER	atirier	attirer
NOMcom	atisement	attisement
VER	atisier	attiser
VER	atisoner	attisonner
NOMcom	atochement	attouchement
VER	atochier	attoucher
NOMcom	ator	atour
NOMcom	atorné	atourné
NOMcom	atornement	atournement
VER	atorner	atourner
PRE	atot	atout
APD	atractif	attraitif
NOMcom	atraiance	attrayance
NOMcom	atraiement	attraiement
VER	aträiner	attraîner
VER	atraire	attraire
APD	atraire (atraiant)	attrayant
NOMcom	atrait	attrait
VER	atraitier	attraiter
VER	atraper	attraper
VER	atraver	atraver
VER	atrever	atrever
VER	atribler	attribler
VER	atribüer	attribuer
VER	atripeler	atripeler
VER	atriquer	atriquer
VER	atrochier	atrochier
VER	atrondeler	atrondeler
VER	atropeler	attroupeler
VER	atroter	atrotter
VER	atrover	atrouver
VER	atruandir	atruandir
VER	atuisier	atuisier
VER	atutiier	atuitier
NOMcom	aubastre	albâtre
NOMcom	aube	aube
NOMcom	aubefein	aubifoin
NOMcom	aubel	aubel
NOMcom	aubespin	aubépin
NOMcom	aubespine	aubépine
NOMcom	aubier	aubier
APD	aubijois	albigeois
NOMcom	aubijois	albigeois
NOMcom	aubor	aubour
NOMcom	aubun	aubun
NOMcom	aucube	aucube
APD	aucun	aucun
PRO	aucun	aucun
ADV	aucun (aucunement)	aucunement
APD	aucunui	aucunui
NOMcom	audicion	audition
NOMcom	audïence	audience
NOMcom	auditor	auditeur
APD	aufage	aufage
NOMcom	aufage	aufage
APD	auferrant	auferrant
NOMcom	auferrant	auferrant
NOMcom	aufin	aufin
NOMcom	augalie	augalie
NOMcom	auge	auge
NOMcom	augien	augien
VER	augmenter	augmenter
NOMcom	augorisme	algorisme
NOMcom	augure	augure
NOMcom	augurement	augurement
NOMcom	augureor	augureur
NOMcom	auguste	césar
NOMpro	augustin	augustin
NOMcom	aumaçor	aumaçor
APD	aumaille	aumaille
NOMcom	aumaille	aumaille
APD	aumelin	aumelin
NOMcom	aumosne	aumône
VER	aumosner	aumôner
NOMcom	aumosnerie	aumônerie
APD	aumosnier	aumônier
NOMcom	aumosniere	aumônière
NOMcom	aumuce	aumusse
NOMcom	aunaire	aulnaire
NOMcom	aune	aune
NOMcom	äunee	äunee
NOMcom	auneor	auneur
VER	auner	auner
VER	äuner	aüner
VER	äunir	aünir
NOMcom	aunoi	aulnoi
NOMcom	aunoie	aulnaie
NOMcom	aupatriz	aupatris
ADV	auques	auques
APD	auques	auques
NOMcom	auqueton	hoqueton
NOMcom	aurone	aurone
VER	äuser	äuser
ADV	aussi	aussi
APD	aussi	aussi
ADV	aussiment	aussiment
APD	aussiment	aussiment
APD	auster	austère
NOMcom	austerité	austérité
NOMcom	austre	auster
ADV	autant	autant
ADV	autel	autel
APD	autel	autel
NOMcom	autel	autel
NOMcom	autelet	autelet
APD	autentique	authentique
APD	automnal	automnal
NOMcom	automne	automne
NOMcom	auton	auton
NOMcom	autor	auteur
VER	autorisier	autoriser
NOMcom	autorité	autorité
APD	autre	autre
PRO	autre	autre
ADV	autrement	autrement
APD	autrement	autrement
ADV	autresi	autressi
ADV	autretant	autretant
APD	autretant	autretant
ADV	autretel	autretel
APD	autretel	autretel
APD	autrui	autrui
NOMcom	autrui	autrui
NOMcom	auve	have
NOMcom	auvent	auvent
APD	avable	avable
ADV	aval	aval
APD	aval	aval
NOMcom	aval	aval
PRE	aval	aval
NOMcom	avalaison	avalaison
NOMcom	avalee	avalée
NOMcom	avalement	avalement
NOMcom	avalëoire	avaloire
VER	avaler	avaler
NOMpro	Avalon	Avalon
NOMcom	avalüement	avaluement
VER	avalüer	avaluer
NOMcom	avance	avance
NOMcom	avancement	avancement
VER	avancier	avancer
VER	avancir	avancir
ADV	avant	avant
PRE	avant	avant
ADV	avant (d'orenavant)	dorénavant
NOMcom	avantage	avantage
VER	avanter	avanter
NOMcom	avantgarde	avant-garde
NOMcom	avantparlier	avant-parlier
NOMcom	avantpié	avant-pied
NOMcom	avantporte	avant-porte
NOMcom	avantvent	avant-vent
NOMcom	avarice	avarice
APD	avaricios	avaricieux
NOMcom	avé	avé
VER	aveillier	aveiller
VER	aveindre	aveindre
NOMcom	aveine	avoine
NOMcom	avel	aveau
NOMcom	avelaine	aveline
APD	avenable	avenable
NOMcom	avenage	avénage
NOMcom	avenance	avenance
ADV	avenanment	avenamment
NOMcom	avenaz	avenaz
NOMcom	avenement	avènement
NOMcom	aveneril	aveneril
VER	avengier	avenger
NOMcom	avenier	avenier
VER	avenimé	avenimer
APD	avenir	avenir
NOMcom	avenir	avenir
VER	avenir	advenir
APD	avenir (avenant)	avenant
NOMcom	avenir (avenant)	avenant
NOMcom	avent	avent
NOMcom	aventaille	avantaille
VER	aventer	aventer
APD	aventiz	adventiz
NOMcom	aventure	aventure
VER	aventurer	aventurer
APD	aventuros	aventureux
NOMcom	avenue	avenue
APD	aver	avare
NOMcom	aver	avare
NOMcom	averbe	adverbe
VER	averer	avérer
VER	averir	avérir
APD	avers	avers
PRE	avers	avers
APD	aversaire	adversaire
NOMcom	aversaire	adversaire
APD	aversier	adversier
NOMcom	aversier	adversier
NOMcom	aversité	adversité
NOMcom	avertin	avertin
VER	avertir	avertir
NOMcom	avespree	avesprée
NOMcom	avesprement	avêprement
VER	avesprer	avêprer
VER	avesprir	avesprir
NOMcom	avestëure	avêture
VER	avestir	avêtir
VER	aveuler	aveuler
VER	aveulir	aveulir
VER	avever	aveuver
NOMcom	avidité	avidité
VER	avieillir	avieillir
VER	avigorer	avigorer
NOMcom	avilance	avilance
NOMcom	avilement	avilement
VER	avilener	avilener
VER	avilenir	avilenir
VER	avilir	avilir
NOMcom	avilleor	avileur
VER	avillier	avilier
NOMcom	aviltance	aviltance
VER	aviner	aviner
VER	avirer	avirer
ADV	aviron	aviron
NOMcom	aviron	aviron
ADV	avironablement	avironnablement
NOMcom	avironement	avironnement
NOMcom	avironeor	avironneur
VER	avironer	avironner
ADV	avironer (avironeement)	avironnément
NOMcom	avis	avis
NOMcom	avisance	avisance
NOMcom	avisee	avisée
NOMcom	avisement	avisement
VER	aviser	aviser
ADV	aviser (aviseement)	avisément
NOMcom	avision	avision
NOMcom	avivement	avivement
VER	aviver	aviver
NOMcom	avo	aveu
NOMcom	avocacel	avocassel
NOMcom	avocacie	avocatie
VER	avocacier	avocatier
NOMcom	avocacion	avocation
NOMcom	avocat	avocat
NOMcom	avocate	avocate
NOMcom	avöé	avoué
NOMcom	avöee	avouée
NOMcom	avöement	avouement
NOMcom	avöeor	avoueur
VER	avöer	avouer
NOMcom	avöerie	avouerie
NOMcom	avoglece	aveuglesse
NOMcom	avoglement	aveuglement
VER	avogler	aveugler
NOMcom	avogleté	aveugleté
VER	avoglir	aveuglir
INJ	avoi	avoi
NOMcom	avoiement	avoiement
VER	avoiier	avoyer
NOMcom	avoir	avoir
PRE	avoir	avoir
VER	avoir	avoir
VER	avolenter	avolonter
VER	avoler	avoler
NOMcom	avortement	avortement
VER	avorter	avorter
APD	avortif	abortif
NOMcom	avortif	abortif
NOMcom	avorton	avorton
NOMcom	avouterie	avoutrie
NOMcom	avoutire	avoutire
APD	avoutre	avoutre
NOMcom	avoutre	avoutre
NOMcom	avoutrenesse	avoutresse
VER	avoutrer	avoutrer
NOMcom	avoutrier	avoutrier
NOMcom	avoutron	avoutron
NOMcom	avrelot	avellot
NOMcom	avril	avril
